288 , 665
471 , 25
85 , 765
532 , 901
380 , 476
119 , 276
502 , 438
430 , 522
502 , 206
59 , 607
21 , 895
319 , 66
184 , 838
119 , 467
113 , 346
89 , 337
413 , 290
401 , 753
268 , 273
318 , 51
193 , 432
403 , 140
419 , 132
164 , 762
445 , 64
221 , 394
112 , 267
337 , 406
363 , 413
86 , 714
526 , 567
512 , 48
431 , 910
344 , 30
225 , 801
89 , 961
537 , 478
338 , 556
18 , 919
239 , 402
231 , 194
131 , 897
287 , 65
259 , 481
454 , 471
308 , 221
213 , 77
280 , 998
429 , 805
357 , 22
55 , 15
528 , 76
208 , 331
305 , 995
594 , 286
28 , 651
518 , 120
494 , 15
116 , 277
541 , 134
311 , 936
329 , 492
188 , 472
216 , 621
509 , 181
125 , 450
537 , 568
35 , 18
324 , 994
139 , 386
377 , 975
163 , 197
402 , 325
261 , 128
480 , 421
123 , 654
218 , 377
166 , 957
305 , 672
110 , 231
287 , 534
245 , 168
234 , 7
195 , 681
60 , 897
525 , 188
85 , 132
275 , 708
491 , 497
40 , 901
261 , 741
471 , 44
250 , 532
423 , 18
91 , 337
101 , 283
499 , 703
181 , 31
477 , 638
364 , 741
5 , 582
335 , 432
402 , 630
57 , 572
467 , 182
335 , 397
387 , 784
336 , 310
404 , 454
264 , 122
428 , 888
355 , 69
497 , 577
591 , 423
292 , 825
521 , 926
252 , 385
111 , 315
237 , 430
342 , 450
51 , 977
549 , 699
220 , 647
403 , 378
16 , 654
5 , 378
8 , 335
301 , 247
92 , 369
173 , 993
123 , 973
459 , 834
397 , 554
127 , 464
559 , 731
340 , 356
327 , 678
298 , 996
163 , 989
60 , 53
95 , 952
323 , 421
187 , 310
215 , 355
47 , 968
151 , 815
126 , 125
244 , 847
520 , 321
232 , 484
126 , 254
292 , 997
80 , 685
598 , 223
34 , 957
562 , 903
422 , 648
454 , 933
44 , 698
147 , 497
43 , 719
524 , 150
109 , 724
483 , 66
318 , 225
223 , 560
113 , 796
63 , 686
395 , 299
158 , 118
545 , 276
495 , 597
225 , 828
323 , 458
324 , 631
184 , 819
282 , 577
152 , 391
76 , 192
86 , 803
253 , 291
281 , 633
564 , 278
79 , 878
132 , 305
502 , 245
112 , 810
575 , 338
526 , 239
414 , 153
577 , 607
460 , 934
22 , 144
572 , 583
56 , 805
203 , 591
235 , 785
599 , 684
468 , 566
74 , 248
201 , 662
410 , 648
44 , 34
523 , 55
489 , 285
596 , 824
589 , 20
594 , 741
198 , 17
86 , 377
503 , 118
155 , 100
268 , 846
163 , 581
552 , 60
2 , 128
462 , 264
422 , 661
230 , 389
500 , 355
390 , 588
65 , 936
254 , 94
149 , 680
359 , 717
464 , 445
208 , 909
250 , 641
10 , 899
563 , 198
21 , 596
320 , 714
95 , 508
250 , 649
274 , 163
457 , 755
342 , 749
39 , 292
258 , 373
560 , 529
109 , 156
62 , 897
212 , 293
272 , 972
358 , 727
231 , 394
504 , 792
516 , 957
109 , 893
40 , 79
491 , 199
480 , 245
327 , 947
432 , 471
282 , 160
202 , 246
524 , 116
273 , 580
28 , 251
585 , 480
227 , 159
561 , 693
229 , 297
264 , 782
177 , 328
447 , 584
178 , 242
588 , 33
274 , 455
469 , 803
313 , 323
406 , 141
140 , 424
104 , 183
314 , 548
15 , 614
204 , 154
367 , 852
444 , 240
270 , 75
181 , 680
401 , 542
305 , 426
442 , 828
267 , 941
160 , 397
90 , 62
412 , 565
372 , 902
42 , 860
433 , 669
424 , 608
445 , 609
126 , 468
558 , 129
446 , 743
150 , 993
207 , 809
457 , 814
152 , 621
474 , 107
27 , 647
571 , 483
57 , 668
531 , 282
584 , 739
182 , 920
384 , 904
334 , 430
520 , 644
215 , 268
564 , 411
339 , 74
432 , 396
461 , 610
220 , 135
418 , 794
581 , 953
49 , 321
566 , 749
591 , 387
0 , 816
436 , 953
334 , 22
253 , 984
194 , 808
422 , 212
35 , 806
558 , 397
454 , 28
328 , 74
182 , 393
599 , 977
509 , 961
494 , 529
390 , 805
193 , 993
21 , 695
511 , 156
30 , 981
306 , 258
471 , 821
18 , 403
361 , 250
45 , 423
344 , 414
225 , 662
148 , 148
586 , 833
260 , 883
98 , 614
183 , 627
295 , 367
365 , 408
237 , 420
512 , 372
482 , 307
60 , 389
567 , 533
387 , 457
456 , 389
412 , 43
562 , 104
241 , 934
263 , 942
321 , 305
195 , 979
261 , 677
457 , 347
524 , 251
390 , 932
36 , 642
273 , 446
3 , 791
195 , 880
314 , 78
340 , 180
468 , 257
356 , 398
180 , 635
248 , 135
572 , 125
451 , 472
247 , 182
406 , 533
415 , 999
346 , 452
27 , 952
395 , 895
186 , 225
395 , 704
421 , 358
511 , 762
17 , 530
545 , 257
539 , 925
84 , 650
27 , 219
596 , 823
371 , 425
439 , 673
77 , 258
395 , 318
259 , 927
55 , 65
154 , 20
378 , 837
458 , 612
249 , 707
174 , 419
63 , 24
567 , 28
436 , 651
311 , 23
101 , 187
422 , 925
395 , 129
572 , 329
0 , 579
358 , 438
6 , 726
245 , 618
83 , 753
199 , 534
189 , 54
185 , 534
218 , 165
449 , 55
229 , 353
250 , 237
417 , 911
323 , 438
250 , 273
471 , 307
398 , 942
464 , 745
460 , 461
145 , 394
73 , 532
317 , 509
483 , 953
7 , 783
358 , 851
120 , 500
199 , 140
209 , 801
462 , 807
15 , 657
279 , 309
8 , 943
372 , 624
591 , 460
48 , 458
72 , 85
522 , 186
94 , 80
256 , 823
444 , 607
382 , 648
321 , 126
297 , 73
167 , 864
464 , 961
546 , 280
93 , 881
420 , 162
477 , 933
119 , 620
28 , 77
476 , 601
423 , 70
214 , 658
222 , 727
170 , 999
353 , 614
514 , 664
15 , 777
455 , 166
517 , 164
492 , 670
242 , 197
207 , 999
473 , 671
190 , 219
136 , 141
581 , 114
484 , 927
464 , 857
3 , 742
291 , 116
478 , 438
93 , 481
487 , 722
468 , 853
77 , 513
65 , 358
596 , 154
309 , 966
324 , 648
593 , 893
146 , 882
180 , 575
203 , 166
2 , 645
507 , 698
362 , 273
78 , 484
598 , 279
284 , 898
46 , 254
269 , 218
160 , 601
17 , 766
157 , 781
240 , 774
13 , 558
314 , 134
567 , 130
468 , 616
184 , 384
344 , 606
87 , 214
273 , 954
250 , 256
352 , 108
246 , 594
552 , 999
495 , 586
58 , 594
413 , 923
93 , 734
109 , 240
542 , 936
527 , 871
244 , 57
528 , 566
89 , 875
482 , 457
47 , 457
110 , 351
351 , 649
271 , 727
520 , 712
177 , 483
415 , 987
585 , 609
479 , 33
405 , 62
467 , 106
360 , 304
583 , 203
554 , 778
192 , 333
585 , 32
375 , 557
110 , 844
418 , 306
146 , 177
25 , 843
523 , 75
60 , 879
540 , 920
536 , 323
131 , 110
151 , 263
100 , 51
419 , 495
139 , 482
163 , 563
245 , 207
322 , 967
506 , 354
474 , 701
82 , 687
146 , 200
151 , 977
503 , 74
12 , 468
155 , 264
594 , 137
149 , 557
257 , 468
173 , 117
119 , 978
34 , 271
340 , 685
365 , 683
423 , 326
158 , 87
525 , 348
589 , 166
422 , 796
357 , 246
401 , 961
220 , 675
412 , 367
84 , 658
429 , 74
284 , 244
579 , 120
200 , 869
479 , 753
184 , 877
29 , 857
264 , 695
140 , 937
388 , 56
120 , 545
357 , 41
2 , 619
359 , 418
313 , 483
534 , 378
9 , 480
26 , 258
